PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-3024,Electro-Mechanical Technicians,detailed,720,17.0,0.128,1.20,25.21,"52,430",4.6,15.30,17.24,21.77,29.36,43.18,"31,820","35,860","45,270","61,070","89,820",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-3025,Environmental Engineering Technicians,detailed,570,21.5,0.101,0.80,33.01,"68,660",5.3,19.36,25.12,29.18,38.05,53.40,"40,260","52,260","60,690","79,140","111,070",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-3026,Industrial Engineering Technicians,detailed,"1,600",7.4,0.284,0.63,30.32,"63,070",2.1,17.07,21.74,27.97,37.61,48.29,"35,510","45,210","58,180","78,230","100,450",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-3027,Mechanical Engineering Technicians,detailed,"1,820",16.2,0.324,0.91,30.50,"63,440",2.2,18.80,23.83,30.13,36.65,44.25,"39,090","49,560","62,670","76,230","92,050",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,"2,850",10.1,0.507,0.99,32.01,"66,580",1.9,18.78,23.72,31.26,39.46,47.26,"39,070","49,330","65,020","82,070","98,300",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",17-3031,Surveying and Mapping Technicians,detailed,830,16.2,0.148,0.38,33.54,"69,760",4.6,20.38,27.29,33.85,41.27,47.10,"42,390","56,770","70,420","85,830","97,980",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-0000,"Life, Physical, and Social Science Occupations",major,"47,640",4.6,8.466,1.02,36.78,"76,510",1.9,17.10,23.42,34.20,46.88,58.78,"35,570","48,700","71,140","97,520","122,260",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-1012,Food Scientists and Technologists,detailed,600,28.5,0.106,1.00,34.75,"72,280",3.3,18.46,25.84,33.50,42.46,50.96,"38,390","53,760","69,670","88,330","105,990",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-1013,Soil and Plant Scientists,detailed,420,25.6,0.074,0.70,36.76,"76,450",12.3,16.80,23.23,35.72,44.97,61.58,"34,940","48,330","74,290","93,530","128,080",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-1021,Biochemists and Biophysicists,detailed,730,24.2,0.129,0.58,55.12,"114,650",9.2,26.78,34.11,46.28,66.71,#,"55,710","70,960","96,270","138,750",#,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-1022,Microbiologists,detailed,990,11.3,0.176,1.14,37.16,"77,290",4.4,20.42,25.62,33.17,45.25,58.10,"42,460","53,280","68,990","94,110","120,860",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-1023,Zoologists and Wildlife Biologists,detailed,**,**,**,**,29.75,"61,880",3.9,20.62,22.82,26.63,30.70,48.87,"42,880","47,470","55,390","63,860","101,650",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-1029,"Biological Scientists, All Other",detailed,"1,900",31.9,0.338,1.45,37.25,"77,490",3.2,23.57,29.48,38.18,43.79,48.42,"49,020","61,320","79,410","91,080","100,720",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-1031,Conservation Scientists,detailed,80,22.2,0.014,0.09,39.70,"82,580",4.0,25.02,29.50,36.63,48.52,61.12,"52,040","61,360","76,190","100,920","127,130",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-1032,Foresters,detailed,**,**,**,**,33.59,"69,860",5.4,23.78,26.77,31.90,39.06,49.61,"49,470","55,670","66,340","81,240","103,200",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-1041,Epidemiologists,detailed,170,5.8,0.031,0.78,37.52,"78,040",4.2,24.52,28.87,38.63,44.95,49.25,"51,010","60,040","80,350","93,500","102,440",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-1042,"Medical Scientists, Except Epidemiologists",detailed,"6,250",9.3,1.110,1.47,44.25,"92,050",2.6,23.74,31.48,41.81,54.61,64.99,"49,380","65,480","86,960","113,580","135,170",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-1099,"Life Scientists, All Other",detailed,300,16.6,0.053,0.80,44.70,"92,980",5.2,23.92,27.78,42.59,59.78,74.09,"49,760","57,780","88,590","124,330","154,110",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-2011,Astronomers,detailed,100,42.6,0.018,1.43,57.09,"118,750",15.2,29.59,37.72,50.26,81.32,#,"61,540","78,460","104,550","169,150",#,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-2012,Physicists,detailed,490,16.7,0.088,0.77,49.36,"102,660",13.3,23.74,30.77,44.49,61.70,79.81,"49,380","64,000","92,550","128,330","166,010",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-2021,Atmospheric and Space Scientists,detailed,230,20.1,0.041,0.55,37.41,"77,810",11.5,24.51,26.30,29.27,45.41,63.68,"50,970","54,690","60,890","94,450","132,450",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-2031,Chemists,detailed,"3,470",9.2,0.617,1.00,36.18,"75,260",2.8,20.00,24.38,32.63,45.57,57.08,"41,590","50,700","67,880","94,780","118,730",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-2032,Materials Scientists,detailed,290,23.5,0.051,1.04,45.29,"94,200",7.2,21.62,31.11,43.86,57.18,71.54,"44,960","64,710","91,230","118,930","148,800",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-2041,"Environmental Scientists and Specialists, Including Health",detailed,"4,150",10.3,0.738,1.17,41.27,"85,840",2.4,24.08,32.40,39.52,50.66,58.66,"50,090","67,380","82,200","105,370","122,020",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,"1,380",19.9,0.246,1.07,40.27,"83,750",5.9,20.49,28.99,38.71,50.61,62.44,"42,630","60,310","80,520","105,280","129,880",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-2043,Hydrologists,detailed,80,39.7,0.015,0.32,*,*,*,*,*,*,*,*,*,*,*,*,*,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-2099,"Physical Scientists, All Other",detailed,520,10.3,0.093,0.61,52.57,"109,350",8.4,26.14,31.36,53.06,64.76,76.85,"54,370","65,230","110,350","134,710","159,840",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-3011,Economists,detailed,600,30.8,0.106,0.77,64.07,"133,260",10.6,25.58,39.04,57.88,81.94,#,"53,210","81,200","120,380","170,440",#,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-3022,Survey Researchers,detailed,740,38.3,0.132,1.34,30.88,"64,240",10.0,11.21,17.18,28.22,44.40,54.35,"23,310","35,740","58,710","92,340","113,060",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-3031,"Clinical, Counseling, and School Psychologists",detailed,"6,780",8.9,1.205,1.57,39.04,"81,200",3.7,19.58,26.43,39.15,48.95,57.68,"40,730","54,980","81,430","101,820","119,980",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-3039,"Psychologists, All Other",detailed,350,10.5,0.063,0.70,51.51,"107,130",10.8,22.62,46.19,54.54,62.84,72.62,"47,040","96,070","113,450","130,700","151,050",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-3041,Sociologists,detailed,220,13.3,0.039,2.05,59.66,"124,100",8.4,23.62,41.33,58.57,74.85,#,"49,130","85,960","121,820","155,700",#,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-3051,Urban and Regional Planners,detailed,"2,130",12.0,0.378,1.47,39.62,"82,410",3.1,24.90,29.26,38.00,48.11,58.15,"51,780","60,870","79,040","100,070","120,950",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-3091,Anthropologists and Archeologists,detailed,520,30.3,0.092,1.82,32.75,"68,110",9.4,16.64,20.17,28.94,40.31,53.73,"34,610","41,950","60,190","83,850","111,760",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-3094,Political Scientists,detailed,240,10.9,0.042,1.49,58.89,"122,500",14.4,20.46,26.76,63.33,82.71,#,"42,550","55,660","131,730","172,040",#,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-3099,"Social Scientists and Related Workers, All Other",detailed,780,5.7,0.138,0.56,31.73,"66,000",8.5,16.29,20.19,29.38,40.55,49.21,"33,890","41,990","61,100","84,340","102,350",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-4011,Agricultural and Food Science Technicians,detailed,580,25.4,0.103,0.70,20.05,"41,710",5.1,12.49,15.39,18.48,23.23,29.05,"25,980","32,010","38,440","48,320","60,430",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-4021,Biological Technicians,detailed,"2,440",12.4,0.433,0.82,24.18,"50,290",3.0,12.59,17.01,22.66,30.29,37.97,"26,180","35,380","47,140","62,990","78,980",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-4031,Chemical Technicians,detailed,"1,980",8.9,0.352,0.75,21.58,"44,880",2.5,12.13,15.55,18.68,26.83,35.63,"25,230","32,340","38,860","55,800","74,120",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-4041,Geological and Petroleum Technicians,detailed,**,**,**,**,30.80,"64,060",9.8,16.37,18.74,28.32,40.01,53.60,"34,040","38,990","58,910","83,220","111,490",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-4051,Nuclear Technicians,detailed,200,37.7,0.035,0.74,43.06,"89,570",3.7,25.90,34.60,40.87,45.80,68.29,"53,880","71,970","85,000","95,270","142,050",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-4061,Social Science Research Assistants,detailed,"1,320",19.5,0.234,1.15,25.28,"52,590",5.4,12.92,16.57,23.49,32.56,42.37,"26,880","34,460","48,860","67,730","88,140",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-4091,"Environmental Science and Protection Technicians, Including Health",detailed,"1,020",15.3,0.181,0.73,23.61,"49,120",3.9,12.57,17.14,22.25,28.77,36.57,"26,140","35,650","46,290","59,850","76,070",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-4092,Forensic Science Technicians,detailed,930,2.8,0.166,1.63,42.14,"87,660",3.9,26.33,32.62,42.17,53.80,59.02,"54,770","67,840","87,700","111,910","122,770",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-4093,Forest and Conservation Technicians,detailed,590,9.7,0.105,0.48,20.11,"41,840",2.8,13.92,15.63,18.83,24.02,28.17,"28,960","32,520","39,170","49,960","58,580",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,"2,740",13.1,0.487,0.93,23.10,"48,060",3.1,13.53,16.49,20.72,29.20,36.40,"28,130","34,310","43,090","60,740","75,720",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",21-0000,Community and Social Service Occupations,major,"82,820",2.5,14.717,1.03,26.68,"55,490",4.7,12.83,16.75,23.64,34.29,44.74,"26,680","34,840","49,180","71,320","93,050",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",21-1011,Substance Abuse and Behavioral Disorder Counselors,detailed,"3,110",16.3,0.552,0.87,17.91,"37,250",3.5,10.53,13.66,16.77,20.55,27.14,"21,910","28,400","34,880","42,750","56,460",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",21-1012,"Educational, Guidance, School, and Vocational Counselors",detailed,"9,820",7.3,1.744,0.95,31.39,"65,280",3.4,16.51,21.26,29.77,41.57,48.44,"34,350","44,220","61,920","86,460","100,750",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",21-1013,Marriage and Family Therapists,detailed,"3,770",12.2,0.670,2.88,23.38,"48,630",3.9,13.86,17.44,22.29,28.22,34.30,"28,820","36,280","46,360","58,690","71,330",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",21-1014,Mental Health Counselors,detailed,"4,280",9.8,0.761,0.82,25.58,"53,220",13.0,14.29,16.83,22.00,32.78,44.13,"29,730","35,000","45,770","68,180","91,800",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",21-1015,Rehabilitation Counselors,detailed,"3,690",14.7,0.655,0.89,15.93,"33,130",5.6,9.51,10.79,13.59,18.76,27.61,"19,780","22,440","28,260","39,030","57,420",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",21-1019,"Counselors, All Other",detailed,560,18.7,0.100,0.53,23.20,"48,260",5.1,9.56,17.30,23.21,28.82,36.34,"19,880","35,970","48,270","59,950","75,590",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",21-1021,"Child, Family, and School Social Workers",detailed,"14,210",4.3,2.526,1.18,27.64,"57,490",6.2,14.68,17.28,24.82,38.70,46.14,"30,530","35,940","51,630","80,490","95,980",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",21-1022,Healthcare Social Workers,detailed,"5,490",7.6,0.976,0.87,33.68,"70,060",2.8,19.74,25.19,32.24,40.73,49.31,"41,060","52,400","67,060","84,710","102,570",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",21-1023,Mental Health and Substance Abuse Social Workers,detailed,"4,160",13.1,0.739,0.93,*,*,*,*,*,*,*,*,*,*,*,*,*,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",21-1029,"Social Workers, All Other",detailed,"2,210",4.0,0.392,0.91,30.56,"63,560",3.5,19.47,25.92,31.83,36.06,38.85,"40,500","53,920","66,210","75,000","80,800",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",21-1091,Health Educators,detailed,"2,920",8.7,0.519,1.24,27.40,"56,990",2.6,14.88,18.80,24.58,34.25,44.70,"30,950","39,090","51,130","71,250","92,980",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",21-1092,Probation Officers and Correctional Treatment Specialists,detailed,"3,650",1.4,0.649,1.02,38.92,"80,950",3.2,26.51,32.87,40.71,45.89,48.43,"55,130","68,370","84,680","95,450","100,730",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",21-1093,Social and Human Service Assistants,detailed,"16,760",8.8,2.979,1.14,20.77,"43,190",5.5,11.03,14.17,18.52,26.28,33.36,"22,950","29,470","38,520","54,660","69,380",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",21-1094,Community Health Workers,detailed,"1,640",14.5,0.292,0.84,20.88,"43,420",3.9,12.49,15.71,19.21,24.46,32.00,"25,980","32,680","39,950","50,870","66,560",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",21-1099,"Community and Social Service Specialists, All Other",detailed,"3,320",8.0,0.590,0.86,25.84,"53,750",5.3,10.47,17.81,25.85,34.04,38.63,"21,770","37,050","53,770","70,800","80,350",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",21-2011,Clergy,detailed,"1,560",12.0,0.277,0.79,30.14,"62,700",6.4,14.09,19.18,26.79,35.95,48.03,"29,310","39,900","55,730","74,770","99,900",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",21-2021,"Directors, Religious Activities and Education",detailed,"1,100",15.4,0.196,1.33,26.97,"56,100",8.7,9.91,15.48,22.20,35.54,47.78,"20,620","32,210","46,190","73,930","99,390",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",21-2099,"Religious Workers, All Other",detailed,560,29.9,0.100,1.76,27.26,"56,690",10.8,9.94,16.52,29.37,34.91,41.86,"20,670","34,370","61,090","72,620","87,080",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",23-0000,Legal Occupations,major,"49,590",2.8,8.812,1.14,61.95,"128,850",3.5,19.39,29.10,50.61,85.74,#,"40,320","60,520","105,270","178,330",#,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",23-1011,Lawyers,detailed,"31,200",3.5,5.545,1.25,81.74,"170,010",3.2,36.07,50.52,74.89,#,#,"75,020","105,090","155,760",#,#,,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",23-1012,Judicial Law Clerks,detailed,**,**,**,**,24.62,"51,200",2.5,19.12,20.53,22.89,30.01,33.71,"39,770","42,710","47,610","62,420","70,110",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",23-1022,"Arbitrators, Mediators, and Conciliators",detailed,**,**,**,**,31.94,"66,430",10.7,19.96,22.36,27.41,36.69,54.95,"41,510","46,510","57,000","76,300","114,300",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",23-2011,Paralegals and Legal Assistants,detailed,"11,460",8.6,2.037,1.03,27.40,"57,000",4.3,12.94,18.98,26.38,34.46,44.36,"26,900","39,480","54,870","71,670","92,260",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",23-2091,Court Reporters,detailed,**,**,**,**,27.91,"58,050",8.4,20.02,21.36,23.59,35.54,37.82,"41,650","44,430","49,070","73,930","78,670",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",23-2093,"Title Examiners, Abstractors, and Searchers",detailed,"2,270",23.9,0.403,1.02,25.30,"52,630",7.3,15.55,18.81,22.73,29.20,40.24,"32,350","39,120","47,280","60,730","83,700",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",23-2099,"Legal Support Workers, All Other",detailed,"2,980",17.5,0.530,1.60,24.45,"50,860",4.0,11.16,16.75,24.24,29.45,36.93,"23,210","34,840","50,420","61,260","76,820",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-0000,"Education, Training, and Library Occupations",major,"321,950",1.4,57.211,0.92,29.24,"60,810",2.0,12.71,17.02,25.95,38.31,47.70,"26,450","35,400","53,970","79,690","99,220",,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1011,"Business Teachers, Postsecondary",detailed,"2,360",7.6,0.419,0.68,*,"109,100",7.2,*,*,*,*,*,"47,240","66,820","96,510","138,920","184,990",TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1021,"Computer Science Teachers, Postsecondary",detailed,"1,090",13.0,0.194,0.79,*,"103,660",4.5,*,*,*,*,*,"45,420","61,500","99,450","135,110","165,060",TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1022,"Mathematical Science Teachers, Postsecondary",detailed,"2,170",4.4,0.385,0.99,*,"99,760",1.8,*,*,*,*,*,"48,030","64,270","92,010","133,860","156,400",TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1031,"Architecture Teachers, Postsecondary",detailed,240,19.6,0.043,0.82,*,"91,000",4.9,*,*,*,*,*,"51,870","61,750","80,700","117,230","145,500",TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1032,"Engineering Teachers, Postsecondary",detailed,"1,070",7.5,0.190,0.70,*,"127,530",4.3,*,*,*,*,*,"56,860","81,540","115,580","162,490",#,TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,130,21.8,0.024,0.33,*,"97,950",8.0,*,*,*,*,*,"51,660","72,380","97,320","122,690","149,080",TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1042,"Biological Science Teachers, Postsecondary",detailed,"1,420",9.9,0.253,0.67,*,"110,200",4.4,*,*,*,*,*,"52,570","69,460","100,500","140,720","178,980",TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,840,9.0,0.149,1.88,*,"103,280",6.7,*,*,*,*,*,"50,150","60,840","87,980","135,400","168,140",TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1052,"Chemistry Teachers, Postsecondary",detailed,580,6.7,0.103,0.66,*,"117,830",6.7,*,*,*,*,*,"50,230","73,600","108,500","143,820",#,TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1053,"Environmental Science Teachers, Postsecondary",detailed,130,22.8,0.024,0.59,*,"110,250",9.9,*,*,*,*,*,"47,520","66,610","105,250","143,280","180,090",TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1054,"Physics Teachers, Postsecondary",detailed,470,3.8,0.084,0.81,*,"122,310",11.9,*,*,*,*,*,"48,000","64,710","102,330","159,890",#,TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,170,7.9,0.030,0.70,*,"106,910",4.0,*,*,*,*,*,"46,700","67,600","105,670","134,920","160,040",TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,300,8.1,0.052,0.78,*,"90,840",3.2,*,*,*,*,*,"47,530","61,740","83,400","110,940","148,740",TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1063,"Economics Teachers, Postsecondary",detailed,300,10.5,0.053,0.54,*,"127,280",7.0,*,*,*,*,*,"47,920","69,890","106,310","152,490",#,TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1064,"Geography Teachers, Postsecondary",detailed,110,12.7,0.020,0.64,*,"112,280",3.5,*,*,*,*,*,"49,710","77,510","110,220","137,680","164,690",TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1065,"Political Science Teachers, Postsecondary",detailed,590,9.6,0.104,0.82,*,"111,810",6.0,*,*,*,*,*,"52,190","68,840","101,850","136,450","186,250",TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1066,"Psychology Teachers, Postsecondary",detailed,"1,980",11.0,0.352,1.27,*,"97,140",3.3,*,*,*,*,*,"45,480","62,680","88,140","128,390","153,490",TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1067,"Sociology Teachers, Postsecondary",detailed,370,7.3,0.066,0.56,*,"97,840",4.5,*,*,*,*,*,"48,000","66,390","91,070","126,470","151,700",TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,820,6.0,0.145,1.78,*,"116,060",4.1,*,*,*,*,*,"49,130","68,680","125,700","150,250","185,370",TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1071,"Health Specialties Teachers, Postsecondary",detailed,"4,790",11.2,0.852,0.66,*,"116,420",6.8,*,*,*,*,*,"45,930","67,600","100,550","147,930",#,TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,"2,060",15.7,0.367,0.88,*,"102,070",9.6,*,*,*,*,*,"51,720","65,190","84,960","117,240","175,540",TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1081,"Education Teachers, Postsecondary",detailed,"1,320",15.1,0.235,0.54,*,"77,990",3.7,*,*,*,*,*,"35,180","51,140","71,870","98,090","134,720",TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1082,"Library Science Teachers, Postsecondary",detailed,100,13.8,0.018,0.49,*,"109,830",4.9,*,*,*,*,*,"62,330","83,340","122,420","139,840","149,790",TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,270,28.2,0.048,0.45,*,"83,970",6.4,*,*,*,*,*,"40,730","56,300","82,110","112,250","133,040",TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1112,"Law Teachers, Postsecondary",detailed,490,22.5,0.087,0.73,*,"137,900",7.1,*,*,*,*,*,"57,930","76,620","129,470","181,890",#,TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1113,"Social Work Teachers, Postsecondary",detailed,310,15.1,0.055,0.64,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
CA,31080,"Los Angeles-Long Beach-Anaheim, CA",25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,"5,900",12.0,1.049,1.47,*,"90,190",2.4,*,*,*,*,*,"43,800","59,190","82,350","114,730","149,400",TRUE,
